id,comments
4457694020946896,336
4457675196548134,268
4457656855448906,312
4457641793393864,224
4457498301922963,311
4457479699847882,316
4457476961332186,203
4457455674820288,288
4457433458257982,171
4457417036821512,154
4457399035168411,448
4457378252626557,137
4457361848167352,295
4457342621560091,320
4457324489851488,253
4457309885919168,355
4457301509020347,358
4457127969800575,436
4457113336266758,308
4457092645405913,180
4457073553149055,432
4457054666671896,190
4457035728542622,423
4457029433715242,312
4457009992316476,469
4456993458546097,172
4456962357923019,209
4456951947277978,96
4456936609018912,388
4456785085759808,198
4456745827037364,134
4456723043556954,332
4456705955720728,257
4456699744547639,402
4456694631627718,251
4456678528931071,253
4456647764052805,450
4456628365353994,477
4456588066602022,368
4456573021666919,293
4456558283084594,298
4456387750636961,572
4456368557643384,488
4456319320393947,545
4456295015307590,319
4456278132277244,461
4456257945540284,394
4456242514776163,591
4456227872590855,437
4456223787367917,442
4456206699316206,127
4456197345980336,332
4456041947312119,392
4456025694559827,315
4455989921150645,274
4455974725310159,254
4455959860646179,194
4455941229064095,85
4455924988777755,363
4455904814451220,186
4455885923819606,348
4455870005945108,224
4455851512959428,126
4455836615105104,550
4455712140773974,223
4455698290747905,208
4455683359365553,491
4455666837775454,120
4455653441204504,101
4455646411868946,235
4455637515499728,467
4455606902020297,240
4455581022795218,100
4455563322420776,178
4455548818495488,436
4455526286836817,412
4455525183556561,142
4455500106511944,367
4455468984003447,522
4455280781303848,223
4455261265235724,569
4455251316714080,182
4455218681309734,127
4455202008952809,220
4455162078759316,155
4455141724012347,112
4455131724845679,116
4455108265842665,222
4454952103480376,266
4454927764401191,120
4454891130455851,130
4454858276574465,256
4454832104393042,269
4454797174106227,247
4454777868191474,234
4454762013333202,188
4454746301581201,189
4454583973360927,259
4454559357333257,187
4454539954620685,130
4454520216195117,158
4454507725587511,158
4454485306443489,133
4454456445902131,261
4454436724245420,437
4454417099368350,334
4454384198687947,170
4454211058023540,324
4454189667585279,180
4454171396522976,94
4454161959429939,358
4454145866258126,229
4454124634319424,90
4454097438314171,206
4454069677004326,142
4454051447863044,319
4454037430339196,468
4454020959527463,238
4453856085353911,396
4453848795673885,118
4453842856541040,80
4453834455536036,189
4453819607601715,41
4453819091652560,113
4453808601746328,75
4453792625510108,155
4453790025103357,54
4453782106614240,199
4453780545996322,74
4453775483593189,35
4453773042333268,242
4453759893943802,180
4453751936875867,145
4453750049561249,127
4453749802128071,138
4453738066698417,220
4453735667546870,78
4453721742435989,307
4453717221089028,341
4453711004715111,105
4453706982446071,103
4453702670356486,67
4453697192616762,98
4453692470605141,99
4453689995505473,114
4453689068421681,71
4453681720251621,413
4453668663059156,305
4453651005124661,592
4453517550700964,186
4453498898847737,138
4453486005527307,366
4453473128953911,146
4453460596231674,127
4453445887511743,208
4453402849081015,155
4453395832140136,316
4453372550058069,130
4453360918993957,301
4453336239153080,116
4453318082218061,181
4453299334273484,192
4453124787741214,130
4453108669717766,354
4453072128118835,243
4453049563435655,366
4453031511299267,58
4453026342968355,222
4453010564204337,233
4452996509357361,113
4452979099068003,104
4452965257738689,201
4452934567473874,235
4452777533179647,303
4452761422415701,249
4452743571429896,499
4452728669484749,97
4452713167150416,336
4452694167088722,407
4452679444669058,390
4452665440545879,170
4452643009232087,504
4452626173013209,376
4452571391108538,201
4452406375137982,158
4452390851749766,456
4452372690909274,178
4452357167061651,85
4452340394270872,154
4452323256949293,83
4452306785916560,330
4452289282169719,207
4452273516069354,388
4452256260448799,395
4452242578761789,268
4452225436577295,181
4452209322693016,389
4452056897093115,298
4452021979517410,288
4452005642354913,277
4451983786411860,305
4451958804919115,214
4451941637421605,197
4451907017821287,176
4451888797510877,320
4451872309626877,406
4451853670227767,281
4451706429477857,402
4451682953684492,155
4451654730558688,209
4451631225664892,483
4451625089447855,471
4451606286441392,165
4451592264575845,38
4451584408867040,252
4451568994606790,244
4451544734661248,191
4451533967869161,255
4451517903687513,225
4451506419590034,210
4451496046900342,259
4451483107607818,561
4451354749684756,127
4451341621722930,231
4451335288282947,207
4451326572759989,347
4451311837320418,244
4451298205837809,111
4451278744365194,100
4451276223514001,79
4451250864702295,236
4451234813330340,113
4451219013578565,119
4451202525370210,160
4451185526362561,161
4451176345039311,84
4451156522525573,180
4451139271761307,396
4450969150553968,119
4450952121291635,496
4450934119708669,339
4450918499667117,340
4450900447340684,182
4450883054159127,196
4450852201246747,392
4450834953820739,196
4450820663655936,311
4450806411137576,95
4450785863627085,177
4450766984844500,540
4450754129524571,154
4450596096234133,211
4450576400027462,357
4450540102727679,56
4450539368330886,159
4450522151184258,371
4450502811252860,147
4450483391275647,168
4450449627073628,113
4450437480903580,417
4450421172672667,156
4450397307468424,333
4450250980799409,375
4450232144433739,150
4450208077050511,219
4450207233832961,83
4450192008432211,411
4450187629756326,295
4450172924594548,485
4450163764253017,110
4450162443416759,154
4450146928506430,70
4450120551064172,415
4450098957901940,301
4450075604069023,489
4450062542966475,264
4450052611144972,444
4450037952502373,297
4449863401545960,415
4449844938637915,64
4449837837645725,226
4449818371468872,180
4449806807945289,206
4449771781431920,169
4449754622439476,262
4449734548434217,166
4449720640037976,108
4449689912903721,499
4449673441911904,286
4449537932074059,367
4449515530493486,199
4449508949741350,213
4449487777280269,190
4449455811915231,340
4449438326156016,238
4449418482687880,258
4449402233890317,282
4449366565485269,208
4449349213813951,179
4449330259917484,165
4449314170559915,515
4449311775223337,238
4449152177805703,156
4449129545107871,384
4449097228874699,270
4449079255757866,345
4449064730968139,304
4449051506264316,105
4449035383347392,217
4449019654856850,95
4449000989814007,313
4448976109178180,521
4448965494139819,77
4448941552648728,541
4448808165261105,90
4448785276961236,538
4448776657760390,299
4448744470396387,126
4448726082422679,487
4448709876011560,192
4448695225493964,112
4448683661454829,189
4448663214402995,117
4448643345583165,337
4448638522341492,148
4448623640900688,102
4448437791989194,407
4448420292897876,318
4448419143553232,297
4448415524491847,162
4448398704900221,135
4448380774008361,163
4448338805721022,292
4448321646638712,127
4448303788138240,107
4448287963016614,267
4448276134847741,290
4448259378283600,234
4448246954469202,190
4448233726543058,275
4448216848206986,366
4448064066943635,472
4448045007432015,300
4448025495951928,209
4448019607053385,299
4448001617171896,365
4447983330538316,174
4447977353434968,165
4447967303751435,303
4447952778881936,172
4447936819990232,154
4447918712916273,203
4447900912628424,202
4447885787306753,330
4447874924651654,131
4447861527511041,205
4447701866976351,290
4447687463776784,299
4447671483550365,201
4447655645681727,461
4447641977054366,101
4447629565860063,230
4447605746412090,335
4447600079591060,42
4447584875264786,128
4447568379630055,295
4447568152495662,315
4447551316643275,186
4447535894807149,257
4447524188280727,218
4447513857292847,120
4447498120479456,311
4447391283091501,186
4447359200742581,436
4447347456873608,545
4447326317467292,196
4447308839958971,234
4447292742718247,175
4447278309419412,362
4447259444287003,279
4447242855681221,287
4447220264754299,211
4447202765720270,198
4447166631933836,385
4447156284871783,125
4464030884138086,134
4464030137764858,178
4464022042866789,130
4464017290669888,220
4464012530523424,96
4464009477080903,63
4464008378076440,234
4464007022680068,159
4464001624841403,74
4463999842735666,234
4463996658398788,102
4463994737635809,49
4463991626006286,300
4463986596762658,51
4463981559303949,241
4463976525766951,185
4463975926501490,51
4463971497499368,86
4463970003565587,100
4463966459360019,133
4463961427017546,128
4463959787111854,107
4463955915458544,41
4463951359874091,184
4463948956718556,157
4463946830858254,53
4463941293661710,36
4463937519145672,195
4463936261055871,101
4463933941458050,487
4463931227139746,170
4463929969588077,101
4463926198963445,201
4463921161504168,94
4463916308375712,117
4463911988139251,54
4463908141896998,75
4463899556836682,119
4463891168231795,141
4463885677695550,412
4463881093333487,78
4463872650283853,209
4463868669336064,497
4463862348842275,90
4463855981914184,94
4463850491763847,312
4463844435087101,94
4463839062365061,193
4463835685266562,352
4463828756770316,570
4463823639753814,194
4463817440528913,366
4463809697294700,190
4463804232317036,106
4463798511969954,174
4463677044903791,85
4463672128853722,287
4463665598064057,112
4463660493206554,440
4463659029929340,148
4463653833282576,16
4463643481495748,245
4463637261732849,99
4463633234450166,70
4463629560214116,14
4463622875413005,217
4463614138388842,137
4463607091712077,15
4463605452133011,31
4463599218760172,11
4463592567443478,284
4463587713836703,219
4463584141013500,103
4463578947966943,102
4463573873113552,17
4463561302566698,198
4463556256559374,24
4463553757224064,278
4463549106088718,134
4463543744856049,190
4463539978791733,48
4463536346494718,27
4463533607107641,24
4463528553178321,152
4463521515587071,222
4463518005189048,125
4463514829596182,439
4463511420119180,159
4463505246244973,123
4463503068735389,113
4463498623148349,356
4463493266827299,362
4463491836923650,7
4463489013365723,231
4463483708110292,524
4463478779574612,58
4463476552606654,139
4463470747952158,282
4463460689160874,49
4463456486432630,91
4463448040098074,250
4463440968189492,127
4463317181477609,58
4463311393890771,410
4463305441557632,430
4463299918022542,41
4463281949754150,99
4463275255092237,135
4463270058735890,192
4463264852899826,391
4463259720042969,155
4463254904772975,43
4463249829556625,423
4463245198518518,113
4463238161106207,43
4463231869422144,52
4463228992381890,78
4463218141651429,382
4463215008105325,167
4463212621558343,308
4463206808928077,102
4463203935793081,30
4463197630806851,154
4463193869206981,326
4463189289259828,127
4463184641705857,65
4463179604379984,125
4463179079797069,41
4463172440340593,116
4463168896067570,55
4463166065180061,193
4463159810843547,350
4463148725432639,136
4463144959475401,175
4463141938963386,163
4463137246052919,483
4463136587745672,135
4463132455683243,511
4463127481971497,95
4463119881830543,508
4463115255304900,356
4463110825922463,95
4463107588222981,109
4463099186972239,51
4463093528682114,128
4463085362226090,436
4463081138202238,9
4463077745029675,214
4463074348306647,69
4462956303626216,236
4462949764331758,117
4462943615737459,34
4462938549409090,163
4462932794716014,106
4462922522233011,55
4462917279939684,130
4462911789221059,225
4462905845832895,185
4462901693616760,57
4462896518424946,48
4462889068828738,501
4462884014278749,51
4462879145302222,46
4462874279473210,291
4462868835165254,214
4462863600839189,15
4462858689905159,377
4462853450737732,212
4462847574516584,246
4462844064451773,26
4462839852666624,161
4462834786150285,119
4462830197931262,200
4462827735965069,98
4462825290210909,162
4462822475765657,49
4462815051826247,278
4462810749056633,111
4462806793575404,11
4462799927040545,150
4462793850116929,35
4462788892326393,100
4462784118753592,115
4462780339583767,19
4462778637055728,18
4462775017223372,131
4462773850905067,149
4462766401982295,12
4462762221095880,42
4462757493106549,302
4462754922599943,89
4462751172320461,275
4462747801022229,164
4462745321812216,29
4462742612471592,509
4462737814417937,120
4462732759919389,17
4462726812162167,130
4462718893029775,334
4462716155012514,45
4462708525131320,165
4462594419308165,18
4462587372162376,208
4462580565763143,60
4462574697753314,516
4462568888039449,194
4462563670315056,115
4462558432229727,108
4462552542892872,149
4462547451717240,48
4462542468776513,111
4462537414389961,39
4462531928048633,65
4462526995712134,95
4462523656597747,115
4462516987871775,129
4462511875007498,44
4462505584031696,226
4462499745360458,197
4462494448174246,91
4462491746437204,34
4462484700627227,31
4462479595802088,529
4462476643525289,24
4462465264135599,474
4462461547265703,11
4462458523570525,141
4462454806965362,62
4462449753401060,132
4462447077505241,560
4462442824529465,51
4462437270883031,101
4462431822417661,18
4462426310988983,70
4462421278087420,76
4462416248922831,44
4462411207603147,374
4462408699207055,86
4462406179135715,135
4462402219594034,427
4462399421674488,400
4462396423171530,103
4462391507178745,91
4462387400849128,100
4462382774195993,76
4462377967721236,160
4462373975210010,157
4462365858844996,119
4462361664243950,75
4462355390111440,286
4462350977605217,219
4462346355340146,99
4462340751756119,147
4462232408911219,108
4462225077116467,111
4462220232142670,80
4462216378362243,117
4462205909525812,41
4462195427868401,162
4462184723481340,237
4462174905289077,131
4462169624616358,201
4462166604574496,28
4462164586997717,116
4462160568569510,68
4462154520866066,125
4462149486982614,592
4462144458634045,162
4462139420752178,102
4462134496860509,542
4462126078728920,65
4462119540366048,196
4462115064818862,366
4462110048298701,89
4462106017562527,28
4462099222809625,291
4462094638690744,10
4462076153880368,18
4462068604617197,381
4462060894752132,490
4462056839584766,46
4462046995378495,181
4462042112649355,32
4462039034899827,55
4462031342437747,29
4462025726096140,45
4462018889055004,125
4462001038606603,179
4461994684425095,65
4461867378369447,68
4461854288295220,101
4461849506564383,86
4461846029617350,48
4461837955807773,63
4461826064165319,392
4461824227532309,198
4461818254268470,171
4461812286376810,168
4461807089335979,20
4461796411005072,60
4461790119757337,18
4461784583092074,51
4461778291676635,47
4461772524430042,194
4461767256372378,589
4461761334115929,148
4461754266873306,160
4461749262618868,419
4461744728135763,83
4461739016122359,21
4461733126666980,79
4461731734382816,111
4461726647238189,318
4461724088163524,45
4461722079004024,90
4461719537936045,222
4461714718434068,72
4461709685133890,253
4461705251453528,20
4461701259274475,551
4461693217980096,29
4461690529672006,182
4461685559528159,7
4461678786229850,142
4461673966241283,82
4461667830618129,97
4461663283083268,216
4461655318830549,293
4461649081451862,137
4461646174598292,38
4461643251723429,218
4461637287678892,79
4461628324163376,259
4461624889338571,75
4461507004285510,264
4461500716366179,224
4461494819263130,54
4461488544246365,320
4461482848390647,53
4461477564004913,9
4461472531311262,20
4461463580045759,168
4461456907166890,493
4461451701861308,97
4461449193852565,14
4461443204714560,211
4461437814323850,162
4461427231964952,70
4461422198913911,86
4461414632660465,62
4461407980517238,200
4461404583212715,57
4461401961875616,201
4461392499414582,17
4461389232328572,21
4461383121122998,212
4461379014249471,58
4461374611105760,293
4461370218690379,98
4461364678281464,17
4461358198581732,287
4461351818457205,10
4461348752455051,177
4461339966111709,305
4461338254717834,26
4461337008583821,116
4461322567332267,35
4461320067781639,315
4461311415055514,78
4461304205337094,101
4461299960854465,147
4461291659929221,164
4461288383696198,71
4461282210475398,449
4461276497552461,478
4461271895908932,123
4461263952467880,119
4461258860025461,53
4461147133040644,35
4461140341961233,62
4461134045927682,281
4461129117641428,16
4461123414152141,52
4461118028211249,157
4461112672611776,335
4461106431281175,93
4461101276596185,71
4461096205308220,229
4461089293112821,21
4461084117116835,238
4461079943561712,79
4461073342659160,212
4461068615126724,307
4461062323207167,38
4461057299068515,131
4461053297125661,106
4461048570268773,496
4461042945513003,137
4461036713444889,211
4461032023541343,158
4461020594693905,161
4461014596645846,408
4461009474952532,21
4461008582384414,106
4461003070556118,75
4460996443980716,132
4460989079023954,209
4460985710239972,132
4460983525229406,483
4460977107582341,106
4460975308323356,27
4460968727286291,273
4460966328386449,181
4460965389645601,127
4460958489994606,98
4460955096786039,111
4460953338581658,94
4460949631194514,108
4460945978259890,82
4460938402513602,257
4460932694178109,46
4460926218311584,108
4460919687862953,71
4460912574184804,455
4460907339911881,340
4460900586860290,27
4460895662763506,174
4460782479629192,128
4460774175350158,104
4460768386628049,60
4460763265262285,59
4460757465010602,291
4460752788063780,103
4460746555845081,61
4460740922416078,42
4460735243063529,40
4460729144555727,346
4460723843739391,37
4460717337731818,101
4460711134427009,203
4460704968537157,395
4460698425487490,57
4460692386488863,147
4460686383950775,72
4460681484835461,279
4460676459859940,323
4460671217453212,67
4460668473992664,81
4460664019842990,216
4460648605493554,215
4460642913772490,51
4460638141205797,458
4460631862783628,155
4460627097200416,389
4460623309613237,62
4460621921700493,100
4460617538835933,174
4460610106790460,34
4460604712339876,78
4460598350083353,172
4460591928418726,220
4460589969341224,120
4460586891449765,100
4460581073963976,51
4460575570146554,75
4460570457403225,447
4460566196688686,156
4460559879886225,119
4460552225128922,34
4460547380819530,407
4460542175121952,49
4460535652974191,95
4460417574785215,102
4460410529258800,361
4460404669599930,202
4460399854732886,34
4460395433490331,29
4460392736521998,9
4460388885853256,103
4460383660085571,300
4460380329401649,52
4460374566682170,191
4460370393920891,85
4460365854930322,77
4460362713408120,282
4460359052454075,331
4460355167759491,149
4460345601545121,248
4460340068937492,15
4460336289189225,23
4460332108035232,102
4460329037832911,532
4460325221022120,221
4460322393442941,258
4460317419195111,198
4460316882380790,67
4460312235108662,185
4460304840471418,134
4460299165419426,239
4460293155771475,390
4460287560661121,302
4460284326413976,221
4460279641779942,124
4460276746851010,99
4460272611627151,166
4460266085101625,347
4460263052425674,65
4460259399500574,44
4460251987960124,27
4460246951074907,256
4460241737970176,103
4460239464054027,101
4460236347448397,207
4460234418400292,61
4460230123954785,493
4460227845957326,47
4460222288249842,319
4460216756169270,149
4460211723487151,16
4460210841942385,200
4460202328137793,38
4460196878965484,357
4460191950845104,91
4460186678796053,110
4460176750790824,47
4460171453055283,173
4460166420196431,23
4460055803741991,102
4460051089443944,54
4460045418596489,223
4460040804972821,31
4460035599641028,130
4460033577980758,126
4460031816474147,64
4460026686893043,127
4460021150198555,262
4460016021247734,221
4460010370911616,167
4460007875422822,33
4460005732250779,136
4460000430303564,74
4459996026576056,20
4459990594994997,171
4459985587323744,137
4459980579633130,201
4459975495453194,109
4459970211337840,44
4459966096110678,195
4459960471377234,159
4459955802954225,74
4459950061242305,50
4459945338321391,293
4459940070323531,99
4459936907865491,194
4459931845477413,53
4459924576432656,109
4459919195366318,316
4459915014164726,232
4459909732657711,217
4459904695672558,190
4459899662812110,92
4459884563084379,93
4459880787838404,96
4459876258212713,103
4459871820767462,309
4459867085165745,235
4459861028800370,208
4459855877899992,260
4459851100703481,276
4459842884804609,54
4459831526197721,140
4459826157291124,225
4459822050997875,375
4459816283960138,466
4459810546555900,65
4459805428890583,187
4459683387117124,36
4459677607988220,133
4459672263925954,499
4459668799341202,106
4459658930831552,294
4459657366056547,287
4459653494445203,150
4459648419130462,225
4459642975176247,56
4459638806265200,332
4459632904779483,56
4459628102717745,163
4459624863994584,169
4459621580614998,11
4459619390386179,308
4459613221387071,292
4459609614062298,122
4459602705512607,54
4459597672805773,89
4459589099459552,67
4459582967315362,144
4459577929948704,90
4459573538337318,26
4459557423731923,114
4459549328767202,123
4459539552010788,21
4459534095048577,161
4459529267424458,229
4459524792902715,21
4459518223773951,398
4459514482982340,148
4459504269350024,124
4459496531267659,91
4459490034357073,90
4459485500038226,136
4459481301607181,120
4459473953727441,342
4459470136388754,123
4459460158153038,37
4459454952698236,92
4459449391150129,132
4459335700420145,33
4459330919172155,31
4459325882105446,91
4459320848277249,156
4459315924135354,208
4459309997930862,490
4459307531898724,117
4459290654298105,173
4459281896068317,74
4459278272374249,165
4459274308280161,154
4459270516653204,30
4459265483811148,158
4459263059406221,96
4459258877667129,69
4459252905327455,203
4459250383965658,111
4459241114486224,37
4459237805471059,64
4459235284515764,236
4459230259735467,503
4459225218331647,210
4459214585615248,30
4459212069060763,97
4459205807121053,79
4459201876946329,39
4459199541128255,359
4459190187233748,38
4459185708136597,86
4459184160759816,100
4459179987607333,188
4459170650703712,235
4459169647807960,75
4459163906574828,41
4459158684239384,86
4459154758138064,45
4459150308309861,111
4459145954572416,364
4459140136855953,255
4459139440584349,320
4459134164172610,73
4459125021192061,246
4459120919237288,225
4459115147574407,29
4459108256213508,313
4459102694324677,161
4459097900404838,259
4459090749024481,17
4459087909298763,93
4458963493897988,342
4458957202511818,100
4458950914893745,291
4458945667876648,220
4458940995853195,308
4458935824049090,55
4458930543336146,101
4458925321443147,358
4458919768165943,129
4458913874973676,193
4458908536501421,164
4458903100122175,122
4458896552391217,37
4458893532543649,11
4458890516912957,78
4458885983303038,498
4458880451264916,117
4458875413171851,39
4458871177688109,110
4458865347749130,37
4458861421481410,56
4458857042939753,90
4458851334336289,162
4458845063756789,26
4458842743827293,84
4458837136177887,40
4458830932589626,88
4458827661755982,211
4458822569952272,57
4458818194443242,119
4458813329397644,266
4458807470287780,28
4458800326833020,38
4458792370328626,58
4458791405405577,227
4458785827170922,445
4458775882695715,226
4458768601175422,92
4458761093365446,67
4458754844593304,136
4458750280890070,114
4458744244835219,393
4458736988658981,135
4458733323082371,83
4458728172311110,68
4458723672510631,125
4458602368510495,48
4458595313415078,430
4458589995019587,381
4458584803083615,82
4458578238593449,48
4458569019243373,352
4458557334831486,266
4458554549212622,20
4458547993346749,171
4458543224258247,535
4458540377094333,52
4458533158653260,300
4458526111619827,126
4458520579384839,30
4458519316995766,61
4458513021011439,276
4458508914799363,35
4458506734375467,173
4458501617413903,507
4458495724672110,117
4458492892650788,37
4458490502151319,118
4458485284229794,186
4458475293427583,25
4458466539935102,356
4458460701581170,213
4458456058768552,61
4458453462179510,187
4458448513264688,89
4458444662384414,113
4458438542905010,56
4458433564257079,102
4458431236433359,132
4458427163706710,164
4458423234177195,102
4458414887292572,308
4458414287205040,184
4458409661250127,477
4458404850272259,567
4458402279042491,159
4458395303947358,180
4458393437753768,184
4458387931035671,108
4458383103237503,242
4458378279535336,237
4458373145432004,226
4458368951117424,200
4458359069118451,328
4458241238634866,145
4458236201198699,84
4458229805060864,33
4458223425807100,514
4458217738539907,84
4458210813467651,156
4458205314665204,74
4458199559795962,190
4458193709658583,84
4458188395232446,115
4458185529875383,87
4458180073434576,45
4458172725229083,41
4458166459068258,390
4458161199208250,82
4458158770167465,28
4458155058448659,166
4458152650695789,39
4458146078279021,360
4458142366639634,142
4458130433682493,68
4458125484491819,141
4458120224835215,235
4458115120160179,255
4458112226823177,180
4458105238676101,293
4458098909210376,208
4458096040562675,62
4458093578944785,51
4458086742186729,111
4458083223123696,104
4458078411902844,36
4458074645099251,276
4458067938250439,41
4458063370878771,33
4458059730423089,48
4458056169480149,86
4458054437012822,68
4458048217143360,109
4458044710261579,236
4458034463777765,233
4458031015899306,393
4458022295860417,246
4458021868680055,163
4458012347155535,318
4458008081426309,420
4458003736251243,31
4457998052813088,71
4457882118110507,85
4457875071964426,159
4457868403647158,54
4457862598085812,34
4457856289519086,199
4457851546368720,18
4457845942767158,69
4457841316298484,302
4457835985287672,514
4457828518988927,83
4457824773562387,23
4457822223815398,109
4457819073574205,517
4457813201899198,88
4457807531365940,319
4457803354018560,61
4457798316715044,142
4457793283023554,85
4457788254611409,72
4457781660881903,183
4457774203389642,464
4457769375438571,32
4457767261923331,206
4457762249424785,184
4457756889483407,152
4457750601618183,301
4457745761471750,332
4457738862040132,78
4457736605039671,196
4457731119263105,35
4457725334962483,362
4457720306695840,48
4457715273821141,54
4457710240208969,255
4457705207083280,216
4457703588006357,251
4457695136781939,358
4457692619735382,24
4457690107394766,232
4457684612695743,310
4457683564155889,37
4457680363948231,398
4457678815996760,36
4457676468050698,156
4457670058784449,190
4457665189615866,143
4457651427251012,29
4457645391682124,157
4457640094405745,162
4457629172562017,87
4457524394364113,591
4457518119965072,270
4457514110161312,168
4457509660128292,435
4457500142852079,308
4457493981873372,28
4457489682144557,56
4457483814908179,159
4457478991058459,484
4457473819333719,119
4457468702609830,270
4457463669248973,51
4457460393579625,55
4457457722268086,69
4457450658562086,234
4457448598981852,402
4457444165704790,179
4457439066239372,110
4457433680368961,344
4457428584111955,107
4457423676860250,122
4457418849690424,79
4457414092828925,352
4457408807885722,44
4457397567791136,132
4457393632834649,397
4457389723757794,76
4457386897332120,36
4457384246199981,116
4457380311890867,192
4457376759905086,235
4457371457978818,30
4457366911004870,224
4457361810865071,224
4457355653363720,113
4457351371136748,28
4457345897524060,73
4457341305338320,121
4457336338478850,117
4457331213114009,367
4457325814950499,106
4457321171816791,401
4457311609627227,202
4457306777286552,310
4457301291652962,177
4457296866742625,107
4457290863879043,104
4457285722451479,134
4457283247731714,194
4457277169355457,155
4457273784805198,170
4457268734692938,304
4457161373130575,200
4457156591935159,36
4457149041894148,295
4457146529509920,46
4457142138009034,167
4457138573306785,209
4457131425824685,102
4457127009580624,92
4457123305966727,31
4457117265923572,538
4457112879445610,317
4457107455435119,104
4457102133513629,22
4457093626714268,101
4457086123813981,38
4457081090787339,22
4457076057325598,173
4457070675440613,131
4457066716808096,159
4457060957211059,77
4457055924894306,321
4457050890941656,66
4457045858045676,200
4457040740715856,185
4457036328267447,253
4457030896764385,533
4457024555008421,17
4457018028508042,421
4457014086006629,52
4457008989825639,202
4457001482391818,430
4456998034383191,99
4456990547651160,34
4456988996319119,519
4456984667885638,277
4456978124071021,87
4456970545734918,175
4456964286977717,271
4456961053279223,78
4456958507665954,26
4456946553669555,341
4456942959220070,39
4456938387250233,28
4456929873197596,30
4456927087852407,69
4456919043230850,46
4456914455338013,53
4456792677736978,92
4456782246178617,145
4456778521984355,55
4456769201845440,83
4456764839402262,26
4456756991914744,183
4456753950915457,94
4456740299273130,140
